Product Name,Category,Price,Rating,Product Image URL,Product Link,Available
"INTIMIFY Professional Hair Clipper, Hair Trimmer & Shaver For Men, Stainless Steel Blade  Runtime: 120 min Trimmer for Men & Women",Personal Care,157,3.7,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-trimmer/u/n/4/trimmer-0-25-9-mm-stainless-steel-professional-hair-clipper-hair-original-imah7c55xwyzwrut.jpeg?q=60,https://www.shopsy.in/intimify-professional-hair-clipper-hair-trimmer-shaver-for-men-stainless-steel-blade-runtime-120-min-trimmer-for-men-women/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
"Gracious Trimmer for men AT-538 with Chargeable cable with stylish hair cutting capability, Multicolour  Runtime: 55 min Trimmer for Men",Personal Care,300,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-trimmer/f/y/t/-original-imahgrfnsyvrhv7e.jpeg?q=60,https://www.shopsy.in/gracious-trimmer-for-men-at-538-with-chargeable-cable-with-stylish-hair-cutting-capability-multicolour-runtime-55-min-trimmer-for-men/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
"DENVER Black Code,Caliber,Honour & Imperial Nano Deo | Long Lasting (50ml x 4) Deodorant Spray  -  For Men",Personal Care,224,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/deodorant/g/d/q/200-black-code-caliber-honour-imperial-nano-deo-long-lasting-original-imaheswfdazmnxfw.jpeg?q=60,https://www.shopsy.in/denver-black-codecaliberhonour-imperial-nano-deo-long-lasting-50ml-x-4-deodorant-spray-for-men/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
shaggy Waterproof Liquid Pocket Matte Mini Lipsticks Set of 4,Lipstick,59,3.5,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/l/c/8/4-waterproof-liquid-pocket-matte-mini-lipsticks-set-of-4-lara-original-imagssy7m2qdfbkc.jpeg?q=60,https://www.shopsy.in/shaggy-waterproof-liquid-pocket-matte-mini-lipsticks-set-of-4/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Vagons nude edition super stay water proof liquid matte lipstick set of 4,Lipstick,63,4,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/g/m/o/16-nude-edition-super-stay-water-proof-liquid-matte-lipstick-set-original-imah8zy2dywmmcez.jpeg?q=60,https://www.shopsy.in/vagons-nude-edition-super-stay-water-proof-liquid-matte-lipstick-set-of-4/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
RVLIPS Matte Liquid Lipstick Set Multi Shade Collection Long Lasting And Moisturizing,Lipstick,102,4,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/s/y/z/10-matte-liquid-lipstick-set-multi-shade-collection-long-lasting-original-imahehq4yzxsjhfg.jpeg?q=60,https://www.shopsy.in/rvlips-matte-liquid-lipstick-set-multi-shade-collection-long-lasting-and-moisturizing/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
K3NTERPRISES Strawberry Glow Non-Transfer Matte Lipstick,Lipstick,125,N/A,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/e/e/2/6-strawberry-glow-non-transfer-matte-lipstick-k3nterprises-original-imaheyfgjknqhmar.jpeg?q=60,https://www.shopsy.in/k3nterprises-strawberry-glow-non-transfer-matte-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
"Chip n Dale Non Transfer Lip Color |Matte Texture|12Hrs waterproof,Smudge Proof Lipsticks",Lipstick,118,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/8/g/n/16-non-transfer-lip-color-matte-texture-12hrs-waterproof-smudge-original-imah449juw7jfcrx.jpeg?q=60,https://www.shopsy.in/chip-n-dale-non-transfer-lip-color-matte-texture12hrs-waterproofsmudge-proof-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
GURIYA LIPSTICKS 3 ULTRA,Lipstick,50,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/l/l/r/30-lipsticks-3-ultra-guriya-original-imagvhryncpmcgzd.jpeg?q=60,https://www.shopsy.in/guriya-lipsticks-3-ultra/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
AP-OVENEL JELLY FLOWER COLOUR CHANGING LIPSTICK,Lipstick,62,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/b/4/g/3-6-jelly-flower-colour-changing-lipstick-ap-ovenel-original-imahyuyzeqz2mkdp.jpeg?q=60,https://www.shopsy.in/ap-ovenel-jelly-flower-colour-changing-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
NattyU Huda Vibrant Velvet Matte Liquid Lip Color Set of 12 #HB2356,Lipstick,156,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/b/3/d/-original-imahgqzu836nspfk.jpeg?q=60,https://www.shopsy.in/nattyu-huda-vibrant-velvet-matte-liquid-lip-color-set-of-12-hb2356/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
"BR BELLE ROSA 4 in 1 Liquid Matte Lipstick – Bold Red Edition, Non-Transfer",Lipstick,106,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/o/t/n/6-4-in-1-liquid-matte-lipstick-bold-red-edition-non-transfer-br-original-imahfh6ybjunxr4g.jpeg?q=60,https://www.shopsy.in/br-belle-rosa-4-in-1-liquid-matte-lipstick-bold-red-edition-non-transfer/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Kiss Beauty Liquid matte lipstick - Red edition,Lipstick,66,3.5,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/v/q/x/-original-imahgg3tcq4ryzp7.jpeg?q=60,https://www.shopsy.in/kiss-beauty-liquid-matte-lipstick-red-edition/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Nandiayan Velvet Matte Liquid Lipstick 12Pcs Combo Set for Women,Lipstick,243,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/i/s/p/2-5-velvet-matte-liquid-lipstick-12pcs-combo-set-for-women-original-imahdvmjgszfu8ka.jpeg?q=60,https://www.shopsy.in/nandiayan-velvet-matte-liquid-lipstick-12pcs-combo-set-for-women/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
BB Looks Matte Me Liquid Lipstick Maroon,Lipstick,93,4.1,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/k/5/i/-original-imahgqztqrcpcyzv.jpeg?q=60,https://www.shopsy.in/bb-looks-matte-me-liquid-lipstick-maroon/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Frippe Non Transfer lipsticks | Matt Red Edition Lip Shades | Waterproof Long Lasting,Lipstick,70,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/8/h/1/36-non-transfer-lipsticks-matt-red-edition-lip-shades-waterproof-original-imagsxh3mudvgfzg.jpeg?q=60,https://www.shopsy.in/frippe-non-transfer-lipsticks-matt-red-edition-lip-shades-waterproof-long-lasting/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
PINNER London Popular Mini Matte Travel Combo Lipstick Set Of 12,Lipstick,75,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/x/4/v/17-5-matte-crayon-mini-lipstick-set-of-12-shades-play-run-original-imag2jckhgkma94q.jpeg?q=60,https://www.shopsy.in/pinner-london-popular-mini-matte-travel-combo-lipstick-set-of-12/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Chip n Dale Long wear waterproof Liquid matte Lipsticks,Lipstick,49,3.7,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/m/8/u/-original-imahgg3tegdrv7gg.jpeg?q=60,https://www.shopsy.in/chip-n-dale-long-wear-waterproof-liquid-matte-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Flemmi Non Transfer Lip Color | Matte Texture |12hrs waterproof Lipsticks,Lipstick,103,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/k/d/f/-original-imahgqzu48r2svjy.jpeg?q=60,https://www.shopsy.in/flemmi-non-transfer-lip-color-matte-texture-12hrs-waterproof-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Sheffo Lipstick Combo Pack of 4Pc Mini Lipstick with 5in1 Fab Lip Color + 36H EyeLiner,Lipstick,110,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/5/z/a/20-lipstick-combo-pack-of-4pc-mini-lipstick-with-5in1-fab-lip-original-imagv7hz6dtbekrb.jpeg?q=60,https://www.shopsy.in/sheffo-lipstick-combo-pack-of-4pc-mini-lipstick-with-5in1-fab-lip-color-36h-eyeliner/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Uchiha 5in1 Red & Nude Edition Matte Multicolour Lipsticks & Black Kajal & 36H EyeLiner,Lipstick,114,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/j/s/e/10-5in1-red-nude-edition-matte-multicolour-lipsticks-black-kajal-original-imahfgycchs7yczq.jpeg?q=60,https://www.shopsy.in/uchiha-5in1-red-nude-edition-matte-multicolour-lipsticks-black-kajal-36h-eyeliner/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
K3NTERPRISES Berry Bliss Smudge-Proof Matte Liquid Lipstick,Lipstick,90,4,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/h/5/9/6-berry-bliss-smudge-proof-matte-liquid-lipstick-k3nterprises-original-imaheyfmrdamejbc.jpeg?q=60,https://www.shopsy.in/k3nterprises-berry-bliss-smudge-proof-matte-liquid-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
FLIPZON WaterProof Liquid Matte Lipstick Combo Pack of 4 nude edition,Lipstick,53,N/A,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/8/3/0/4-gorgeous-trending-beauty-lipstiks-combo-of-4-pcs-liquid-mini-original-imahdupcwerdnhtn.jpeg?q=60,https://www.shopsy.in/flipzon-waterproof-liquid-matte-lipstick-combo-pack-of-4-nude-edition/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
BB LOOKS BEAUTY Waterproof Long lasting Liquid Matte Mini Lipstick Combo Pack Of 4,Lipstick,109,3.7,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/y/8/a/16-waterproof-long-lasting-liquid-matte-mini-lipstick-combo-pack-original-imagvjyjjquhhtst.jpeg?q=60,https://www.shopsy.in/bb-looks-beauty-waterproof-long-lasting-liquid-matte-mini-lipstick-combo-pack-of-4/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Bingeable HDA 64 Liquid Matt 4in1 Red Edition Brush Lipsticks,Lipstick,85,3.8,https://rukminim3.flixcart.com/image/546/564/l1i6w7k0/shopsy-lipstick/k/q/e/20-hda-64-liquid-matt-4in1-red-edition-brush-lipsticks-bingeable-original-imagdfg2pzdjmu8y.jpeg?q=60,https://www.shopsy.in/bingeable-hda-64-liquid-matt-4in1-red-edition-brush-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Chip N Dale Non Transfer Waterproof Long last Sensational Liquid Matte Mini Lipsticks,Lipstick,60,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/o/a/j/-original-imahgg3tree5bmcb.jpeg?q=60,https://www.shopsy.in/chip-n-dale-non-transfer-waterproof-long-last-sensational-liquid-matte-mini-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
NattyU Huda Color LuxeMatte Velvet Liquid Lip Color Collection - Set of 12,Lipstick,155,4,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/z/t/u/-original-imahgqzuqz6nzhva.jpeg?q=60,https://www.shopsy.in/nattyu-huda-color-luxematte-velvet-liquid-lip-color-collection-set-of-12/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
YELGO Aloevera Matte Lipstick Highly pigmented,Lipstick,70,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/c/u/k/8-aloevera-matte-lipstick-highly-pigmented-yelgo-original-imagx2takstthehe.jpeg?q=60,https://www.shopsy.in/yelgo-aloevera-matte-lipstick-highly-pigmented/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Chip n Dale Long Lasting waterproof Liquid matte Lipsticks,Lipstick,58,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/w/b/y/-original-imahgg3tyew9ccsd.jpeg?q=60,https://www.shopsy.in/chip-n-dale-long-lasting-waterproof-liquid-matte-lipsticks/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
FASHION COLOUR LIP CRAYON SHADE 01,Lipstick,119,3.8,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/x/s/2/2-8-lip-crayon-shade-01-fashion-colour-original-imahe4e2mrcdhhvn.jpeg?q=60,https://www.shopsy.in/fashion-colour-lip-crayon-shade-01/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Ramp Walk Xpression Silky Matte Lipstick,Lipstick,151,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/b/z/y/3-5-xpression-silky-matte-lipstick-ramp-walk-original-imagrxz6xtxeczge.jpeg?q=60,https://www.shopsy.in/ramp-walk-xpression-silky-matte-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Rastic Waterproof Longlast SensationaL Liquid Matte Mini Lipsticks Combo Of 8,Lipstick,114,3.6,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/q/2/z/16-waterproof-longlast-sensational-liquid-matte-mini-lipsticks-original-imah5rfxbtmjzq2q.jpeg?q=60,https://www.shopsy.in/rastic-waterproof-longlast-sensational-liquid-matte-mini-lipsticks-combo-of-8/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
BLUEFUSION Non Transfer Lip Color |Matte Texture| 12 Hrs Waterproof|Smudge Proof,Lipstick,102,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/2/m/z/16-super-stay-matte-ink-bold-liquid-lipstick-matte-texture-12-original-imahdftmkf2nnnng.jpeg?q=60,https://www.shopsy.in/bluefusion-non-transfer-lip-color-matte-texture-12-hrs-waterproofsmudge-proof/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
Seven Seas Matte With You Long Lasting Smooth & Soft Application Non-Transfer Lipstick,Lipstick,133,4,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/m/8/m/5-velvet-matte-lipstick-seven-seas-original-imah4yk7peesraen.jpeg?q=60,https://www.shopsy.in/seven-seas-matte-with-you-long-lasting-smooth-soft-application-non-transfer-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
Seven Seas Lips & Cheek Tint Combo Pack Of 2 Enriched With Vitamin C Tint With Brush,Lipstick,180,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/v/d/p/16-lips-cheek-tint-combo-pack-of-2-enriched-with-vitamin-c-tint-original-imah6gyvs6hcr83v.jpeg?q=60,https://www.shopsy.in/seven-seas-lips-cheek-tint-combo-pack-of-2-enriched-with-vitamin-c-tint-with-brush/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
SILEOSA Liquid Matte Waterproof Lipstick Stays Upto12 Hrs,Lipstick,64,3.5,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/h/q/w/16-liquid-matte-waterproof-lipstick-stays-upto12-hrs-sileosa-original-imagxyuccz8yrasf.jpeg?q=60,https://www.shopsy.in/sileosa-liquid-matte-waterproof-lipstick-stays-upto12-hrs/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
"kHUDAt Matte lipstick set of 6 (multicolor) (Multicolor, 3.2 g)",Lipstick,110,3.5,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/w/h/d/4-5-matte-lipstick-set-of-6-multicolor-multicolor-3-2-g-khudat-original-imagjurczwzzgyvv.jpeg?q=60,https://www.shopsy.in/khudat-matte-lipstick-set-of-6-multicolor-multicolor-32-g/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
K3NTERPRISES Luxe Lips Collection: 8 Shades of Glam,Lipstick,150,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/e/1/c/32-vibrant-velvety-8-liquid-lipstick-must-haves-nxgtya-original-imahbugfkakrxy6j.jpeg?q=60,https://www.shopsy.in/k3nterprises-luxe-lips-collection-8-shades-of-glam/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
SHAGGY Forever Matte Liquid Lip Maroon Colour,Lipstick,70,N/A,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/x/p/u/6-non-transfer-smudge-proof-longlasting-sensational-maroon-original-imaguu8pjgzp83pc.jpeg?q=60,https://www.shopsy.in/shaggy-forever-matte-liquid-lip-maroon-colour/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
VBA Lovely LipGloss LongLasting Candy Dyeing LipTint Sweetly Flavour Liquid Lipstick,Lipstick,183,5,https://rukminim3.flixcart.com/image/546/564/xif0q/lipstick/n/c/f/15-lovely-lipgloss-longlasting-candy-dyeing-liptint-sweetly-original-imah8mpysvpfgwfx.jpeg?q=60,https://www.shopsy.in/vba-lovely-lipgloss-longlasting-candy-dyeing-liptint-sweetly-flavour-liquid-lipstick/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,no
"Seven Seas Seven Seas Lip To Lip Matte Lipstick High Coverage (Crown OF Thorns-I, 4.2 g)",Lipstick,105,4,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/m/p/d/seven-seas-lip-to-lip-matte-lipstick-high-coverage-crown-of-original-imahyq6szkzfh3qk.jpeg?q=60,https://www.shopsy.in/seven-seas-seven-seas-lip-to-lip-matte-lipstick-high-coverage-crown-of-thorns-i-42-g/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
ONFROI Pack 8 Pic Lipstick Long-Lasting Smooth Waterproof Multicolor Lips Gloss Up,Lipstick,117,3.9,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/q/z/6/38-pack-8-pic-lipstick-long-lasting-smooth-waterproof-multicolor-original-imahfy3swhthnzmn.jpeg?q=60,https://www.shopsy.in/onfroi-pack-8-pic-lipstick-long-lasting-smooth-waterproof-multicolor-lips-gloss-up/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
"Ressure Matte Mini Primer Fixer Foundation Compact Concealer, Puff, 36h, Red Mini, Mixed Fruit 15ml",Lipstick,154,3.5,https://rukminim3.flixcart.com/image/546/564/xif0q/shopsy-lipstick/q/a/c/100-primer-fixer-foundation-compact-concealer-puff-36h-red-mini-original-imahahyhvwgganth.jpeg?q=60,https://www.shopsy.in/ressure-matte-mini-primer-fixer-foundation-compact-concealer-puff-36h-red-mini-mixed-fruit-15ml/p/itm430b7f7bc868d?pid=XLPHDR9YZVM9YZVH&lid=LSTXLPHDR9YZVM9YZVHIJPFCH&marketplace=FLIPKART,yes
